genename	familyname
LOC_Os02g52670	AP2-EREBP
LOC_Os03g51110	MYB
LOC_Os05g02150	C2C2-Dof
LOC_Os07g39320	Homeobox
LOC_Os06g40780	GRAS
LOC_Os07g12340	NAC
LOC_Os05g43760	TCP
LOC_Os09g13575	bZIP
LOC_Os03g19900	AP2-EREBP
LOC_Os03g10770	bHLH
LOC_Os07g42750	Orphans
LOC_Os03g03100	MADS
LOC_Os01g63510	Homeobox
LOC_Os03g56580	NAC
LOC_Os01g15350	C3H
LOC_Os06g08450	Orphans
LOC_Os02g49840	MADS
LOC_Os04g35880	Orphans
LOC_Os05g40710	GRAS
LOC_Os02g16540	WRKY
LOC_Os02g47060	WRKY
LOC_Os11g03540	AP2-EREBP
LOC_Os12g29980	GRF
LOC_Os05g50700	WRKY
LOC_Os08g05520	MYB
LOC_Os06g23380	Orphans
LOC_Os01g39480	bHLH
LOC_Os03g14669	CCAAT-HAP5
LOC_Os06g15690	NAC
LOC_Os04g31804	MADS
LOC_Os11g05740	ABI3-VP1
LOC_Os11g03110	GRAS
LOC_Os07g10410	AP2-EREBP
LOC_Os06g43220	AP2-EREBP
LOC_Os06g44750	AP2-EREBP
LOC_Os04g46060	WRKY
LOC_Os03g20900	G2-like
LOC_Os12g41860	Homeobox
LOC_Os03g12860	Homeobox
LOC_Os04g52770	bHLH
LOC_Os03g47042	Homeobox
LOC_Os04g42020	C2C2-CO-like
LOC_Os11g05640	bZIP
LOC_Os08g34360	AP2-EREBP
LOC_Os05g37170	bZIP
LOC_Os05g34600	NAC
LOC_Os05g41240	G2-like
LOC_Os04g02140	E2F-DP
LOC_Os02g28580	Orphans
LOC_Os08g23470	ABI3-VP1
LOC_Os12g25120	CCAAT-HAP5
LOC_Os06g01480	NAC
LOC_Os04g47830	Orphans
LOC_Os06g50480	bZIP
LOC_Os08g40030	NAC
LOC_Os09g26780	ZIM
LOC_Os07g42400	C2C2-GATA
LOC_Os06g32720	C3H
LOC_Os09g02780	MADS
LOC_Os07g27330	NAC
LOC_Os02g02050	Orphans
LOC_Os08g38020	bZIP
LOC_Os06g42690	bZIP
LOC_Os03g19630	MYB-related
LOC_Os03g15680	GRAS
LOC_Os09g27190	NLP
LOC_Os03g37900	GRAS
LOC_Os01g69830	SBP
LOC_Os12g21700	C3H
LOC_Os05g11414	MADS
LOC_Os12g01100	Orphans
LOC_Os03g53050	WRKY
LOC_Os08g17400	WRKY
LOC_Os04g33950	E2F-DP
LOC_Os04g40420	MYB-related
LOC_Os10g39130	MADS
LOC_Os08g32085	Homeobox
LOC_Os03g17570	Orphans
LOC_Os01g39100	C3H
LOC_Os08g09840	WRKY
LOC_Os09g36730	MYB
LOC_Os11g02540	WRKY
LOC_Os12g06200	E2F-DP
LOC_Os05g50270	C2C2-GATA
LOC_Os11g13930	ZF-HD
LOC_Os02g36890	MYB
LOC_Os03g44610	Orphans
LOC_Os07g08520	ARF
LOC_Os08g06370	G2-like
LOC_Os09g28210	bHLH
LOC_Os11g31380	NAC
LOC_Os08g25820	G2-like
LOC_Os05g32880	Orphans
LOC_Os03g58420	WRKY
LOC_Os09g16510	WRKY
LOC_Os02g44360	GRAS
LOC_Os07g09740	NAC
LOC_Os03g15660	AP2-EREBP
LOC_Os04g41850	NLP
LOC_Os07g43030	CAMTA
LOC_Os12g10630	ZF-HD
LOC_Os01g58420	AP2-EREBP
LOC_Os04g53540	Homeobox
LOC_Os02g21685	GRAS
LOC_Os08g35000	ARID
LOC_Os10g25250	ZIM
LOC_Os04g45690	Orphans
LOC_Os04g46220	AP2-EREBP
LOC_Os08g43210	AP2-EREBP
LOC_Os05g32610	Orphans
LOC_Os07g48870	MYB
LOC_Os01g60640	WRKY
LOC_Os02g14490	G2-like
LOC_Os06g24070	G2-like
LOC_Os03g22540	JUMONJI
LOC_Os02g01940	JUMONJI
LOC_Os02g48810	PHD
LOC_Os02g46930	JUMONJI
LOC_Os01g11960	PHD
LOC_Os04g51560	WRKY
LOC_Os03g09100	CAMTA
LOC_Os03g03164	Homeobox
LOC_Os07g15540	Orphans
LOC_Os08g35240	AP2-EREBP
LOC_Os04g57340	AP2-EREBP
LOC_Os04g59624	Orphans
LOC_Os01g07120	AP2-EREBP
LOC_Os09g39490	CCAAT-HAP3
LOC_Os01g38610	bHLH
LOC_Os04g39570	WRKY
LOC_Os03g42240	ABI3-VP1
LOC_Os05g45020	C3H
LOC_Os03g49880	TCP
LOC_Os02g38130	NAC
LOC_Os02g06584	C3H
LOC_Os02g53740	Orphans
LOC_Os04g41560	Orphans
LOC_Os04g55560	AP2-EREBP
LOC_Os07g02800	G2-like
LOC_Os08g06110	MYB-related
LOC_Os10g37240	Trihelix
LOC_Os12g41650	bHLH
LOC_Os05g02420	MYB-related
LOC_Os11g01074	Orphans
LOC_Os03g61570	C2C2-GATA
LOC_Os08g04390	bHLH
LOC_Os12g38400	MYB
