genename	familyname
GRMZM2G116646	C2C2-YABBY
AC218973.3_FG003	LBD
GRMZM2G004663	NLP
GRMZM2G094081	VOZ
GRMZM2G074373	bZIP
GRMZM2G014805	Orphans
AC198518.3_FG005	bHLH
GRMZM2G352159	ARF
GRMZM2G395549	bHLH
GRMZM2G370425	G2-like
GRMZM2G145300	Orphans
GRMZM2G173680	WRKY
GRMZM2G342821	Orphans
AC203865.3_FG001	CPP
GRMZM2G701689	CPP
GRMZM2G108509	Orphans
GRMZM2G114850	NAC
GRMZM2G178102	Homeobox
GRMZM2G104396	CCAAT-HAP2
GRMZM2G073750	ARF
GRMZM2G089782	GRAS
GRMZM2G159475	GRAS
GRMZM2G177019	mTERF
GRMZM2G176063	C2C2-Dof
GRMZM2G047626	MYB
GRMZM2G160840	MYB
GRMZM2G137289	MADS
GRMZM2G160902	bZIP
GRMZM2G162119	C3H
GRMZM2G076657	WRKY
GRMZM2G153087	Alfin-like
GRMZM5G821755	ZF-HD
GRMZM2G160687	MADS
GRMZM2G139700	NAC
GRMZM5G803355	MYB
GRMZM2G340756	MYB-related
GRMZM2G041415	MYB
GRMZM2G089638	TCP
GRMZM2G067171	C2C2-GATA
AC211478.3_FG004	NAC
GRMZM2G146018	GRAS
GRMZM2G146020	bZIP
GRMZM2G034868	FAR1-like
GRMZM2G369799	MYB
AC165171.2_FG002	WRKY
GRMZM2G097182	AP2-EREBP
GRMZM2G397948	Orphans
GRMZM2G057413	bHLH
GRMZM2G156019	Orphans
GRMZM2G082387	GRAS
GRMZM2G473152	CCAAT-DR1
GRMZM2G169884	CCAAT-HAP3
GRMZM2G158403	Homeobox
GRMZM2G060116	NAC
GRMZM2G173534	bHLH
GRMZM2G338259	ARF
AC203535.4_FG001	MYB
AC203535.4_FG002	NAC
GRMZM2G092214	TCP
GRMZM2G471529	Orphans
GRMZM2G171600	CAMTA
GRMZM2G171650	MADS
GRMZM5G878561	SBP
GRMZM5G817854	bHLH
GRMZM2G087032	C3H
GRMZM2G180406	bHLH
GRMZM2G133398	ABI3-VP1
GRMZM2G023257	mTERF
GRMZM2G177244	ABI3-VP1
GRMZM2G177220	ARR-B
GRMZM2G013016	GRAS
GRMZM2G114873	bHLH
GRMZM2G141638	AP2-EREBP
GRMZM2G035092	MADS
GRMZM2G118250	LBD
GRMZM5G813651	NAC
GRMZM2G080917	Alfin-like
GRMZM2G105266	AP2-EREBP
GRMZM2G018589	MADS
GRMZM2G307152	AP2-EREBP
GRMZM2G014653	NAC
GRMZM2G110153	MADS
GRMZM2G160838	MYB
GRMZM2G149756	AP2-EREBP
GRMZM5G858197	bZIP
GRMZM5G866954	TUB
GRMZM2G135703	C2C2-Dof
GRMZM2G434098	OVATE
GRMZM2G133311	OVATE
GRMZM2G027914	MYB-related
GRMZM5G832473	NAC
GRMZM2G060216	bZIP
GRMZM2G116063	Homeobox
GRMZM2G125522	MYB
GRMZM2G005112	MYB-related
GRMZM2G154641	Homeobox
GRMZM2G059453	Orphans
GRMZM2G074908	G2-like
GRMZM2G178671	WRKY
GRMZM2G157679	GRAS
GRMZM2G081919	MYB
AC209784.3_FG011	Trihelix
GRMZM2G108933	Homeobox
GRMZM2G062218	Orphans
GRMZM2G303465	CCAAT-HAP3
GRMZM2G155954	Orphans
GRMZM2G397518	bHLH
GRMZM2G148087	WRKY
GRMZM2G092517	LBD
GRMZM2G330159	OVATE
GRMZM2G059562	WRKY
GRMZM2G158328	WRKY
GRMZM2G065290	WRKY
GRMZM2G382350	WRKY
GRMZM2G069274	Homeobox
GRMZM2G312201	NAC
GRMZM2G451031	AP2-EREBP
GRMZM2G159134	bZIP
GRMZM2G139688	MYB
GRMZM2G019907	bZIP
GRMZM2G002119	AP2-EREBP
GRMZM2G310368	AP2-EREBP
GRMZM2G386276	Homeobox
GRMZM2G018782	MED26
GRMZM2G074742	Aux/IAA
AC199517.4_FG001	MED26
AC199517.4_FG006	MED26
GRMZM2G010085	SNF2
GRMZM2G069886	TAZ
GRMZM2G138268	Aux/IAA
GRMZM2G167794	Aux/IAA
GRMZM2G081350	PHD
GRMZM2G175761	LIM
GRMZM2G371912	GNAT
GRMZM2G379804	SNF2
GRMZM2G017404	TRAF
GRMZM2G004161	TAZ
GRMZM2G321810	JUMONJI
GRMZM5G807064	TAZ
GRMZM2G312672	SWI/SNF-BAF60
GRMZM2G025703	PHD
GRMZM2G169782	Orphans
GRMZM5G852454	Orphans
GRMZM2G025758	LBD
GRMZM2G166946	TCP
GRMZM2G059678	CPP
GRMZM2G394973	C2C2-Dof
GRMZM2G027976	bZIP
GRMZM2G056120	ARF
GRMZM2G314546	Homeobox
GRMZM2G127431	OVATE
GRMZM2G141299	WRKY
GRMZM2G474326	AP2-EREBP
GRMZM2G156016	VOZ
GRMZM2G177929	Orphans
GRMZM2G023285	OVATE
GRMZM2G040298	WRKY
GRMZM2G079727	MADS
GRMZM2G167829	MYB
AC207628.4_FG011	Orphans
GRMZM2G101405	WRKY
GRMZM2G088783	MYB
GRMZM2G008764	Orphans
GRMZM2G108424	MYB-related
GRMZM2G159937	bHLH
GRMZM2G169654	AP2-EREBP
AC233946.1_FG004	Orphans
GRMZM2G122615	NAC
GRMZM2G062154	TUB
GRMZM2G080583	Trihelix
GRMZM2G327189	C2C2-Dof
GRMZM5G848942	bZIP
GRMZM2G159357	Homeobox
GRMZM2G058518	NAC
GRMZM2G437460	ARF
GRMZM2G031882	Homeobox
GRMZM2G151763	WRKY
GRMZM2G121753	MYB-related
GRMZM2G123909	C2C2-GATA
GRMZM2G117851	bZIP
GRMZM2G160971	AP2-EREBP
GRMZM2G408462	WRKY
GRMZM2G122228	Orphans
GRMZM5G826526	GRAS
GRMZM2G157927	C3H
GRMZM2G126239	Homeobox
GRMZM2G143328	MYB
GRMZM2G150260	MYB-related
GRMZM2G451116	MYB-related
AC198725.4_FG009	WRKY
AC198725.4_FG004	OVATE
GRMZM2G089525	HSF
GRMZM2G105140	WRKY
GRMZM2G057955	MYB-related
GRMZM2G114444	bHLH
GRMZM2G081816	bHLH
GRMZM2G005815	HSF
GRMZM2G306357	C3H
GRMZM5G849600	bHLH
GRMZM2G134628	Orphans
AC155377.1_FG001	Orphans
GRMZM2G443202	MYB-related
GRMZM2G354384	WRKY
GRMZM2G087817	MYB-related
GRMZM2G111123	ABI3-VP1
GRMZM2G150823	OVATE
GRMZM2G365688	Orphans
GRMZM2G071977	MYB-related
GRMZM2G422205	C3H
GRMZM2G071322	NLP
GRMZM2G372297	Orphans
GRMZM2G064744	MYB
GRMZM2G368491	bZIP
GRMZM2G001447	Orphans
GRMZM2G353076	ZF-HD
GRMZM2G044004	C3H
GRMZM2G327263	ZIM
GRMZM2G501775	WRKY
AC194362.3_FG003	WRKY
GRMZM2G361376	ABI3-VP1
GRMZM5G874545	GRAS
GRMZM2G405699	ABI3-VP1
GRMZM2G436659	OVATE
GRMZM2G052239	NAC
AC233871.1_FG008	C3H
GRMZM2G117961	MADS
GRMZM2G030325	NAC
GRMZM2G092465	NAC
GRMZM2G134066	Orphans
GRMZM2G481280	bHLH
GRMZM2G301803	Orphans
GRMZM2G338829	ZIM
GRMZM2G393433	NAC
GRMZM2G000603	Orphans
GRMZM2G036966	GeBP
GRMZM2G392516	GeBP
GRMZM2G155252	GeBP
GRMZM2G143765	WRKY
GRMZM5G832409	Homeobox
GRMZM2G448607	bZIP
GRMZM2G016637	Trihelix
GRMZM2G447745	MYB-related
GRMZM2G031905	TCP
GRMZM5G826979	Orphans
GRMZM2G165805	LBD
GRMZM2G416701	AP2-EREBP
GRMZM2G050939	C2H2
GRMZM2G122537	Homeobox
GRMZM2G013581	MYB
GRMZM2G305856	MYB
GRMZM2G179069	C2C2-Dof
GRMZM2G089662	GRAS
GRMZM2G089636	GRAS
GRMZM2G175000	C2H2
GRMZM2G319104	Orphans
GRMZM2G109605	bHLH
GRMZM2G135452	AP2-EREBP
GRMZM5G889152	Orphans
GRMZM2G011947	GRAS
GRMZM2G027253	ABI3-VP1
GRMZM2G013617	Homeobox
GRMZM2G102790	MYB
GRMZM2G102938	ABI3-VP1
GRMZM2G098594	GRF
GRMZM2G380377	AP2-EREBP
AC200124.3_FG005	GRAS
GRMZM2G386095	LBD
GRMZM2G091490	NAC
GRMZM2G084173	ABI3-VP1
GRMZM2G068672	Homeobox
GRMZM2G155662	WHIRLY
GRMZM2G070446	Orphans
GRMZM2G328197	AP2-EREBP
GRMZM2G119865	AP2-EREBP
GRMZM2G111906	MYB-related
GRMZM2G074358	NAC
GRMZM2G402862	bZIP
GRMZM2G151254	Orphans
GRMZM2G082745	Ultrapetala
GRMZM2G443814	SWI/SNF-BAF60
GRMZM2G057067	Aux/IAA
GRMZM2G159948	"p15 (PC4
GRMZM2G037368	Aux/IAA
GRMZM2G024247	HMG
GRMZM2G333775	GNAT
GRMZM2G137961	GNAT
GRMZM2G177895	FHA
GRMZM2G039895	PHD
GRMZM2G004959	LIM
GRMZM2G143788	SWI/SNF-BAF60
GRMZM2G455664	PHD
GRMZM2G017845	LIM
GRMZM2G134214	PHD
GRMZM2G103230	PHD
GRMZM2G000158	Aux/IAA
GRMZM2G150348	HMG
GRMZM2G055413	bZIP
GRMZM2G116475	Orphans
GRMZM2G139073	MADS
GRMZM2G112764	MYB-related
GRMZM2G108798	"SHI/STY (SRS)"
GRMZM2G180319	LBD
GRMZM2G080509	ZIM
GRMZM5G830671	Homeobox
GRMZM2G175543	AP2-EREBP
GRMZM2G390641	ARF
GRMZM2G423833	MYB
GRMZM2G093789	MYB
GRMZM2G343068	MYB
GRMZM2G089640	ARF
GRMZM2G057408	MYB-related
GRMZM2G100709	G2-like
GRMZM2G161666	MADS
GRMZM2G161680	CCAAT-HAP5
GRMZM2G101499	SBP
GRMZM2G019812	Orphans
AC209050.3_FG003	WRKY
GRMZM2G134863	bZIP
GRMZM2G078820	MYB
GRMZM2G180654	ARID
GRMZM2G110402	C3H
GRMZM2G401835	G2-like
GRMZM2G401821	Orphans
GRMZM2G074438	bHLH
GRMZM2G071648	MYB-related
GRMZM2G075064	MYB-related
GRMZM2G106591	AP2-EREBP
AC219020.4_FG002	G2-like
GRMZM2G041746	NAC
GRMZM2G314145	ZIM
GRMZM2G116785	bHLH
GRMZM5G850129	GRF
GRMZM2G701063	MYB
GRMZM2G038878	MADS
GRMZM2G004334	Homeobox
GRMZM2G008558	GeBP
GRMZM2G084264	AP2-EREBP
GRMZM2G156529	WRKY
GRMZM2G008166	bZIP
GRMZM2G334225	MADS
GRMZM2G142751	TCP
GRMZM2G060000	E2F-DP
GRMZM2G027309	NAC
GRMZM2G086768	NAC
GRMZM2G379608	NAC
GRMZM2G078954	NAC
GRMZM2G133331	bZIP
GRMZM2G012717	C2C2-CO-like
GRMZM2G048910	MYB
GRMZM2G396632	bZIP
GRMZM2G342588	CPP
GRMZM2G369629	bHLH
GRMZM2G323172	AP2-EREBP
GRMZM2G148810	Alfin-like
AC194965.4_FG004	C2C2-GATA
GRMZM2G163054	WRKY
GRMZM5G828487	Orphans
GRMZM2G052890	MADS
GRMZM2G132550	bHLH
GRMZM5G801627	C3H
GRMZM2G176655	NLP
GRMZM2G100133	OVATE
GRMZM2G531738	MYB-related
GRMZM2G127064	WRKY
GRMZM2G381748	Homeobox
GRMZM5G889326	GRAS
GRMZM2G085964	AP2-EREBP
GRMZM2G069713	Orphans
AC213884.3_FG002	MYB
GRMZM2G093660	MYB
GRMZM2G093647	MYB
GRMZM2G093595	AP2-EREBP
GRMZM2G044150	LBD
GRMZM2G073357	MADS
GRMZM2G012724	WRKY
GRMZM2G450459	"SHI/STY (SRS)"
GRMZM2G013657	AP2-EREBP
GRMZM2G012999	mTERF
GRMZM2G045236	bZIP
GRMZM2G398055	G2-like
GRMZM2G121487	LBD
GRMZM2G147867	NAC
GRMZM2G016817	Alfin-like
GRMZM2G481668	AP2-EREBP
GRMZM2G180328	NAC
GRMZM2G153333	GRAS
GRMZM2G456568	NAC
GRMZM2G002128	MYB-related
GRMZM2G371058	C2C2-Dof
GRMZM2G122709	OVATE
GRMZM2G430871	OVATE
GRMZM2G091201	MYB-related
GRMZM2G465835	NAC
GRMZM2G000842	bZIP
GRMZM2G129288	TUB
GRMZM2G129247	bZIP
GRMZM2G100727	AP2-EREBP
GRMZM2G077789	MYB
GRMZM2G125976	Homeobox
GRMZM2G061906	bHLH
GRMZM2G066448	Orphans
GRMZM5G804893	CCAAT-DR1
GRMZM2G068504	Orphans
AC209257.4_FG006	AP2-EREBP
GRMZM2G169966	WRKY
GRMZM2G410797	Orphans
GRMZM2G026927	OVATE
GRMZM2G174610	ABI3-VP1
GRMZM2G037286	GRAS
GRMZM2G701218	G2-like
GRMZM2G117854	G2-like
GRMZM2G440949	CCAAT-HAP5
GRMZM2G175870	bZIP
GRMZM2G020016	AP2-EREBP
GRMZM2G020150	AP2-EREBP
GRMZM2G313078	GRAS
GRMZM2G368448	Orphans
GRMZM2G060170	CPP
GRMZM5G829408	E2F-DP
GRMZM2G120151	TCP
GRMZM2G435445	TUB
GRMZM2G435475	C2C2-Dof
GRMZM2G441325	ARF
GRMZM2G111696	VOZ
GRMZM2G127680	OVATE
GRMZM2G386674	LBD
AC206165.3_FG007	HSF
GRMZM2G401521	WRKY
AC202864.3_FG002	C2C2-GATA
GRMZM2G474656	Homeobox
GRMZM2G094935	Homeobox
GRMZM2G128485	TRAF
GRMZM2G143782	TRAF
GRMZM2G103251	TRAF
GRMZM2G088086	TRAF
GRMZM2G161610	TRAF
GRMZM2G473258	PHD
GRMZM2G049730	GNAT
GRMZM2G048192	TRAF
GRMZM2G079200	Aux/IAA
GRMZM2G168249	PHD
GRMZM2G038691	TRAF
GRMZM2G010960	LIM
GRMZM2G156910	JUMONJI
GRMZM2G164669	TRAF
GRMZM2G402538	GNAT
GRMZM5G842484	HMG
GRMZM5G864847	Aux/IAA
GRMZM2G147243	Aux/IAA
GRMZM2G044301	JUMONJI
GRMZM2G046286	SWI/SNF-BAF60
GRMZM2G113156	FHA
GRMZM2G062657	GNAT
GRMZM2G154946	SNF2
GRMZM2G100946	TRAF
GRMZM2G141205	Aux/IAA
GRMZM2G701207	GNAT
GRMZM2G074427	Aux/IAA
GRMZM2G406674	Orphans
GRMZM5G863420	WRKY
GRMZM2G177386	Orphans
GRMZM5G892879	Orphans
GRMZM2G175232	MYB
GRMZM2G059939	AP2-EREBP
GRMZM2G069325	MYB
GRMZM2G157219	Trihelix
GRMZM2G122750	Homeobox
GRMZM2G031200	NAC
GRMZM2G030710	ARF
GRMZM2G020928	C3H
GRMZM2G409881	Homeobox
GRMZM2G317596	AP2-EREBP
GRMZM2G453571	WRKY
GRMZM2G366795	WRKY
GRMZM2G117497	MYB-related
GRMZM2G011932	bZIP
GRMZM5G846057	AP2-EREBP
GRMZM5G891280	MADS
GRMZM2G149347	C3H
GRMZM2G325850	C2C2-GATA
GRMZM2G414844	ZF-HD
GRMZM2G139174	MYB-related
GRMZM2G102255	Orphans
GRMZM5G830932	Sigma70-like
GRMZM2G412937	Orphans
GRMZM2G077436	Sigma70-like
GRMZM2G164848	bZIP
GRMZM2G127426	Orphans
GRMZM2G021276	bHLH
GRMZM2G081127	SBP
GRMZM2G092694	WRKY
GRMZM2G400489	MYB-related
GRMZM2G387528	bHLH
GRMZM2G030280	bZIP
GRMZM2G456960	MYB-related
GRMZM2G312419	MYB
GRMZM2G167492	NAC
GRMZM2G036837	C3H
GRMZM2G475017	C3H
GRMZM2G024655	C3H
GRMZM2G109627	NAC
GRMZM2G154182	NAC
GRMZM2G334457	Orphans
AC234160.1_FG001	Orphans
GRMZM2G066057	bHLH
GRMZM2G382029	MYB-related
GRMZM2G096358	MYB
GRMZM2G081892	AP2-EREBP
GRMZM2G457624	Orphans
GRMZM2G006497	WRKY
GRMZM2G176568	MYB-related
GRMZM2G079458	MYB-related
GRMZM2G010929	Homeobox
GRMZM5G893976	Alfin-like
GRMZM2G143274	MYB
GRMZM2G171912	bZIP
GRMZM2G171942	C3H
GRMZM2G001721	OVATE
GRMZM2G470857	MADS
GRMZM2G516301	WRKY
GRMZM2G083350	WRKY
GRMZM2G342647	NAC
GRMZM2G049695	MYB-related
GRMZM2G173124	C3H
GRMZM2G112681	NAC
GRMZM2G147840	Orphans
GRMZM2G333582	bHLH
AC187157.4_FG005	Homeobox
AC187157.4_FG001	AP2-EREBP
GRMZM2G359952	MADS
GRMZM2G015037	TCP
GRMZM2G111964	Homeobox
GRMZM2G044077	AP2-EREBP
GRMZM2G375675	NLP
GRMZM2G076636	bHLH
GRMZM2G047600	MYB
GRMZM2G406715	Orphans
GRMZM2G051528	MYB
GRMZM2G053503	AP2-EREBP
GRMZM2G322490	MYB
GRMZM2G104390	C2C2-GATA
GRMZM2G306610	MADS
GRMZM2G158204	NAC
GRMZM2G006585	PLATZ
GRMZM2G469012	Orphans
GRMZM2G074824	Orphans
GRMZM2G382918	Orphans
GRMZM2G177760	MYB-related
GRMZM2G433450	MYB-related
GRMZM2G119693	MYB
GRMZM2G054689	ZIM
GRMZM2G159592	AP2-EREBP
GRMZM2G125294	Homeobox
GRMZM2G031827	C3H
GRMZM2G021790	AP2-EREBP
GRMZM2G448605	WRKY
GRMZM2G158117	MYB-related
GRMZM5G887975	C2C2-GATA
GRMZM2G063841	Orphans
GRMZM2G063880	WRKY
GRMZM2G100982	AP2-EREBP
GRMZM5G818101	Orphans
AC234185.1_FG006	MADS
GRMZM2G023872	GRAS
GRMZM2G397616	C2C2-GATA
GRMZM2G328438	ZF-HD
GRMZM2G414315	WRKY
GRMZM2G162450	bHLH
GRMZM2G158818	Orphans
GRMZM2G383807	Orphans
GRMZM2G126026	Orphans
GRMZM2G417164	bHLH
GRMZM2G008286	Homeobox
GRMZM2G120401	AP2-EREBP
GRMZM5G868471	LBD
GRMZM2G057116	WRKY
GRMZM2G067376	OVATE
GRMZM2G175480	bHLH
GRMZM2G006745	AP2-EREBP
GRMZM2G074645	Homeobox
GRMZM2G098443	ABI3-VP1
GRMZM2G370896	MYB-related
GRMZM2G172264	NAC
GRMZM2G132868	bZIP
GRMZM2G457562	AP2-EREBP
GRMZM2G431156	MYB
GRMZM2G104400	NAC
GRMZM2G152862	MADS
GRMZM5G805387	MADS
GRMZM2G134687	NAC
GRMZM2G158918	Alfin-like
GRMZM2G096064	LBD
GRMZM2G471600	G2-like
GRMZM2G109354	SBP
GRMZM2G325350	mTERF
GRMZM2G029933	mTERF
GRMZM2G170766	Orphans
GRMZM2G061408	WRKY
GRMZM2G449681	WRKY
GRMZM5G845296	MYB-related
GRMZM2G064426	CCAAT-DR1
GRMZM2G034421	WRKY
GRMZM2G432583	WRKY
AC234155.1_FG002	G2-like
GRMZM2G161009	bZIP
AC201832.3_FG006	CCAAT-HAP5
GRMZM2G080731	bZIP
GRMZM2G033230	bZIP
GRMZM2G066158	AP2-EREBP
GRMZM2G174347	AP2-EREBP
GRMZM2G096600	CPP
GRMZM2G173198	CPP
GRMZM2G035944	TCP
AC209819.3_FG009	C2C2-Dof
AC234149.1_FG002	LBD
GRMZM2G168096	SNF2
GRMZM5G853479	Aux/IAA
GRMZM5G843893	PHD
GRMZM2G085254	MED26
GRMZM5G869422	LEUNIG
GRMZM2G130953	Aux/IAA
GRMZM2G032252	HMG
AC235535.1_FG001	SNF2
GRMZM2G142964	JUMONJI
GRMZM2G573324	Aux/IAA
GRMZM2G034495	GNAT
GRMZM2G408096	SWI/SNF-BAF60
GRMZM2G087451	MED26
GRMZM2G098227	TRAF
GRMZM2G359924	Aux/IAA
GRMZM2G035465	Aux/IAA
GRMZM2G073044	LBD
GRMZM2G136369	Homeobox
GRMZM2G135381	C2C2-GATA
GRMZM2G058690	Orphans
GRMZM2G015433	WRKY
AC205471.4_FG003	HSF
GRMZM2G017142	Alfin-like
GRMZM2G380515	C2H2
GRMZM2G111306	MYB-related
GRMZM2G171781	MYB
GRMZM2G383215	Rcd1-like
GRMZM2G330475	MYB
GRMZM2G094241	Homeobox
GRMZM2G117007	C3H
GRMZM2G089406	MYB-related
GRMZM2G012584	Orphans
AC214648.3_FG005	LBD
GRMZM2G700665	AP2-EREBP
GRMZM2G140083	Homeobox
GRMZM5G880268	C2C2-Dof
GRMZM2G141859	Orphans
GRMZM2G346706	GRAS
GRMZM2G001243	Orphans
GRMZM2G137802	WRKY
GRMZM2G437575	Orphans
GRMZM2G113078	AP2-EREBP
GRMZM2G100229	Orphans
AC207342.3_FG001	NLP
GRMZM2G164341	bHLH
GRMZM2G136765	Orphans
GRMZM2G409343	Orphans
GRMZM2G463133	bHLH
GRMZM2G304573	WRKY
GRMZM2G136887	MYB-related
GRMZM2G065829	MYB-related
GRMZM2G375707	MADS
GRMZM2G039889	C3H
GRMZM2G040642	Orphans
GRMZM2G149683	WRKY
GRMZM2G086880	HSF
GRMZM2G028982	OVATE
GRMZM2G145554	WRKY
GRMZM5G830949	C3H
GRMZM2G310944	Rcd1-like
GRMZM2G300125	Orphans
GRMZM2G411766	WRKY
GRMZM2G151542	AP2-EREBP
GRMZM2G049378	MYB-related
GRMZM5G812272	WRKY
GRMZM2G133972	Homeobox
GRMZM2G304840	MYB-related
GRMZM2G134717	NAC
GRMZM2G060541	Homeobox
GRMZM2G163157	Trihelix
GRMZM2G068462	mTERF
GRMZM2G068586	TUB
GRMZM2G163843	NAC
GRMZM2G163841	NAC
GRMZM2G462623	E2F-DP
GRMZM2G006352	MYB
GRMZM2G065538	ABI3-VP1
GRMZM2G395672	MYB
GRMZM2G003406	MYB
GRMZM2G023667	MYB-related
GRMZM2G035701	ABI3-VP1
GRMZM2G339957	Trihelix
GRMZM2G151205	MYB
GRMZM2G313737	ABI3-VP1
GRMZM2G001139	MADS
GRMZM2G138967	C2C2-GATA
GRMZM2G067702	G2-like
GRMZM2G077752	"SHI/STY (SRS)"
AC193786.3_FG005	bHLH
GRMZM2G319187	Orphans
GRMZM2G129154	GRAS
GRMZM2G116557	ARF
GRMZM2G134073	NAC
GRMZM2G034638	TCP
GRMZM2G423456	Orphans
GRMZM2G371033	SBP
GRMZM2G107491	C3H
GRMZM2G030762	bHLH
GRMZM2G100318	ARR-B
GRMZM2G375448	CCAAT-HAP5
GRMZM2G479610	CCAAT-HAP5
GRMZM2G024799	Orphans
GRMZM2G133806	LBD
GRMZM2G172001	Alfin-like
GRMZM2G405094	MYB
GRMZM2G438293	bZIP
GRMZM2G042218	C2C2-Dof
GRMZM2G085035	OVATE
GRMZM2G143640	MYB-related
AC232238.2_FG004	bZIP
GRMZM2G168079	bZIP
GRMZM2G478396	Homeobox
GRMZM2G056986	MYB
GRMZM5G871407	TUB
GRMZM2G169316	MYB
GRMZM2G166297	Orphans
GRMZM2G045560	WRKY
GRMZM2G339751	Homeobox
GRMZM5G868285	Orphans
GRMZM5G866699	CCAAT-DR1
GRMZM2G036703	WRKY
GRMZM2G036634	Rcd1-like
AC204502.4_FG006	OVATE
GRMZM2G468056	WRKY
GRMZM2G029282	WRKY
GRMZM2G029292	WRKY
GRMZM5G805026	Homeobox
GRMZM2G068973	NAC
GRMZM2G028054	MYB
GRMZM2G125243	bZIP
GRMZM2G132223	AP2-EREBP
GRMZM2G132185	AP2-EREBP
GRMZM2G173862	bHLH
GRMZM2G104246	CPP
GRMZM2G082490	C2C2-Dof
GRMZM2G170079	bZIP
GRMZM2G148022	TCP
GRMZM5G874163	ARF
GRMZM2G449165	VOZ
GRMZM2G013391	WRKY
GRMZM2G118453	HSF
GRMZM2G351018	Homeobox
GRMZM2G044576	C2C2-GATA
AC203173.3_FG001	Orphans
GRMZM2G111354	WRKY
GRMZM2G018721	WRKY
GRMZM2G072582	MADS
GRMZM2G100176	G2-like
GRMZM2G033014	NAC
GRMZM2G438652	bZIP
GRMZM2G008234	AP2-EREBP
GRMZM2G028041	Homeobox
GRMZM2G426154	mTERF
GRMZM2G175930	mTERF
GRMZM2G479980	NAC
GRMZM2G051793	MYB
GRMZM2G106204	C2C2-YABBY
GRMZM2G704330	LBD
GRMZM2G018508	Orphans
GRMZM2G074323	Orphans
GRMZM2G153754	CPP
GRMZM2G125969	HSF
GRMZM2G155123	PHD
GRMZM2G335720	PHD
AC196465.3_FG006	DDT
GRMZM2G163848	Aux/IAA
